activity_id,name,sport,date,duration_sec,distance_m,avg_hr,max_hr,calories,avg_power,norm_power,tss,if_factor,ftp,avg_pace_sec_km,avg_cadence,vertical_osc_cm,ground_contact_ms,avg_pace_100m,swolf,strokes,aerobic_te,anaerobic_te
22262901600,Colina - T2 - 35',run,2026-03-22 12:27:16,2102.554931640625,6839.3701171875,146.0,155.0,427.0,287.0,289.0,,,,307.40854397488846,174.765625,9.09000015258789,241.6999969482422,,,,3.299999952316284,0.0
22265554105,Colina Ciclismo en ruta,bike,2026-03-22 07:42:13,15933.44921875,147060.25,123.0,143.0,2755.0,153.0,164.0,217.0,0.7009999752044678,,108.34236723674971,,,,,,,4.0,0.10000000149011612
22253624600,Strength,strength_training,2026-03-21 17:32:14,2713.595947265625,0.0,78.0,119.0,142.0,,,,,,,,,,,,,0.20000000298023224,0.0
22253167213,Zwift - Nuevo entrenamiento,bike,2026-03-21 16:06:31,3603.0,32581.5703125,117.0,133.0,468.0,135.0,143.1569770703223,,,,110.5950033455596,,,,,,,2.200000047683716,0.0
22248867005,Providencia - fondo de running en plano,run,2026-03-21 08:09:17,7836.966796875,25426.55078125,145.0,161.0,1535.0,302.0,304.0,,,,308.26140965942153,173.5625,10.3,230.3000030517578,,,,4.699999809265137,0.0
22246211460,Strength,strength_training,2026-03-20 17:43:58,2120.85888671875,0.0,74.0,92.0,94.0,,,,,,,,,,,,,0.10000000149011612,0.0
22241779120,Zwift - UL SHORT,bike,2026-03-20 16:12:58,4770.0,45584.51953125,121.0,144.0,727.0,159.0,181.53417300750647,,,,104.64629819468529,,,,,,,3.0999999046325684,0.0
22235355616,Strength,strength_training,2026-03-20 06:21:32,1082.219970703125,0.0,77.0,93.0,40.0,,,,,,,,,,,,,0.0,0.0
22235216195,Las Condes - transición easy z2,run,2026-03-20 05:39:07,1304.3270263671875,3749.64990234375,127.0,137.0,227.0,274.0,276.0,,,,347.82608695652175,169.328125,10.41999969482422,246.3000030517578,,,,2.5,0.0
22232098266,Natación en piscina,swim,2026-03-19 18:36:40,4425.94580078125,3000.0,106.0,136.0,493.0,,,,,,1221.0012124705434,,,,,,11.300000190734863,2.0,0.20000000298023224
22224144159,Zwift - Nuevo entrenamiento,bike,2026-03-19 05:37:50,5451.0,51953.1796875,123.0,141.0,797.0,153.0,161.12312225474966,,,,104.93179727385234,,,,,,,3.0,0.0
22220347389,Natación en piscina,swim,2026-03-18 17:16:48,4675.3671875,3400.0,104.0,133.0,475.0,,,,,,1272.2646094318509,,,,,,10.899999618530273,2.0,0.10000000149011612
22212619747,Las Condes - intervalos pista,run,2026-03-18 05:37:39,5069.0732421875,15857.4697265625,141.0,173.0,951.0,289.0,323.0,,,,319.69309248483756,168.34375,8.719999694824219,255.1999969482422,,,,4.300000190734863,2.799999952316284
22209136633,Natación en piscina,swim,2026-03-17 18:26:48,4488.2529296875,3100.0,104.0,148.0,475.0,,,,,,1136.363642521141,,,,,,10.399999618530273,1.899999976158142,1.100000023841858
22201155056,Las Condes - transición easy z2,run,2026-03-17 07:05:53,1801.5830078125,5093.75,133.0,144.0,322.0,273.0,281.0,,,,353.7318834132265,166.875,10.3,245.6999969482422,,,,2.5999999046325684,0.0
22200735324,Zwift - SWEET SPOT,bike,2026-03-17 05:22:39,5779.0,56803.6484375,121.0,139.0,927.0,168.0,183.32106319144668,,,,101.73974482397146,,,,,,,3.299999952316284,0.0
22187135054,Colina Ciclismo en ruta,bike,2026-03-15 07:52:44,17961.703125,162608.96875,126.0,152.0,3006.0,147.0,162.0,239.39999389648438,0.6940000057220459,,110.46061529635378,,,,,,,4.300000190734863,0.0
22174798733,Zwift - Nuevo entrenamiento,bike,2026-03-14 17:07:18,3670.0,32789.609375,121.0,135.0,462.0,131.0,141.99422835335116,,,,111.93194518603694,,,,,,,2.299999952316284,0.0
22173014737,Natación en piscina,swim,2026-03-14 11:04:50,3681.615966796875,3100.0,116.0,230.0,246.0,,,,,,1113.5857437371978,,,,,,10.699999809265137,2.700000047683716,1.2999999523162842
22173012029,Providencia Carrera,run,2026-03-14 08:13:52,7202.52685546875,24137.099609375,147.0,165.0,1443.0,309.0,312.0,,,,298.41837628768974,176.71875,10.040000152587892,228.6999969482422,,,,4.800000190734863,0.30000001192092896
22164595777,Natación en piscina,swim,2026-03-13 18:16:08,4240.8759765625,3200.0,113.0,143.0,518.0,,,,,,1197.604821194984,,,,,,11.100000381469727,2.200000047683716,0.699999988079071
22164595118,Las Condes Ciclismo en ruta,bike,2026-03-13 15:11:19,9078.748046875,45814.83984375,94.0,129.0,808.0,69.0,111.0,56.29999923706055,0.4740000069141388,,198.1767735323059,,,,,,,2.0,0.0
22164592776,Las Condes - z2 con desnivel,run,2026-03-13 06:37:23,3400.89697265625,10229.0595703125,133.0,149.0,611.0,289.0,289.0,,,,332.4468198939386,172.3125,10.36999969482422,239.1999969482422,,,,3.0999999046325684,0.0
22164591312,Natación en piscina,swim,2026-03-12 18:25:08,4526.0751953125,3000.0,119.0,174.0,638.0,,,,,,1179.2452969439476,,,,,,10.699999809265137,2.5999999046325684,1.899999976158142
22147118431,Zwift - Nuevo entrenamiento,bike,2026-03-12 05:37:49,5417.0,52363.921875,130.0,144.0,797.0,154.0,161.24305421708732,,,,103.45540679841697,,,,,,,3.0999999046325684,0.0
22143537238,Vitacura - intervalos pista,run,2026-03-11 17:59:01,4848.8662109375,15178.849609375,146.0,175.0,952.0,287.0,326.0,,,,319.4888062100344,163.234375,8.950000000000001,251.0,,,,4.300000190734863,3.700000047683716
22132346298,Natación en piscina,swim,2026-03-10 18:28:02,4882.81103515625,3000.0,104.0,145.0,499.0,,,,,,1136.363642521141,,,,,,10.5,2.299999952316284,0.699999988079071
22124324436,Las Condes - transición easy z2,run,2026-03-10 07:05:28,1870.5169677734375,5470.990234375,135.0,146.0,341.0,281.0,282.0,,,,341.88034745371806,171.375,10.16999969482422,244.89999389648438,,,,2.700000047683716,0.0
22123930760,Zwift - SWEET SPOT,bike,2026-03-10 05:27:00,5417.0,54212.46875,128.0,147.0,911.0,176.0,192.2870832172336,,,,99.93004927047298,,,,,,,3.5,0.0
22120633516,Las Condes - easy run z2 con acelaración,run,2026-03-09 19:03:28,3677.85302734375,11988.3203125,139.0,159.0,700.0,300.0,301.0,,,,306.74846715502497,174.6875,9.819999694824219,238.1999969482422,,,,3.5999999046325684,0.0
22112250246,Strength,strength_training,2026-03-09 06:03:22,3237.5400390625,0.0,82.0,162.0,191.0,,,,,,,,,,,,,0.800000011920929,0.6000000238418579
